Type,Priority,Status,Assignee,Created,Created Epoch,Description,Comments,Issue Links
Bug,Minor,Resolved,Claus Ibsen,14/Dec/16 14:42,,"Assume I have rest path

rest(""/test"").get().type(ClassA.class).to(""direct:someRoute"");

rest(""/testSub"").get().type(ClassB.class).to(""direct:someOtherRoute"");


And in the type ClassA contains a reference to ClassB.
Within the Swagger Doc the path for ClassA renders as expected:

/test:
    get:
      responses:
        200:
          schema:
            $ref: '#/definitions/ClassA'


However ClassB gets a string parameter scheme

 
/testSub:
    get:
      responses:
        200:
          schema:
             type : 'string'
             format : 'com.ClassB'


However I'd expect it to be:

/testSub:
    get:
      responses:
        200:
          schema:
            $ref: '#/definitions/ClassB'",[],"[<a class=""link-title"" href=""https://github.com/apache/camel/pull/1348"" rel=""noopener"" target=""_blank"">GitHub Pull Request #1348</a>]"
